customerID,gender,Is_Senior,Has_Partner,Has_Dependents,tenure,Tenure_Band,Tenure_Band_Sort,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Charge_Tier,Charge_Tier_Sort,TotalCharges,Annual_Value,Churn,Churn_Flag,Churn_Risk_Score,Risk_Category,Revenue_At_Risk
CUST0117,Female,Yes,No,Yes,56,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,61.76,Medium (£35-65),2,3458.56,741.12,No,0,,Low Risk,0.0
CUST0118,Female,Yes,No,Yes,24,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,85.28,Premium (£85+),4,2046.72,1023.36,No,0,,Low Risk,0.0
CUST0119,Male,Yes,Yes,No,4,0-12 Months,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.55,Medium (£35-65),2,238.2,714.6,Yes,1,82.1,High Risk,59.55
CUST0120,Female,No,No,Yes,23,13-24 Months,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.78,Premium (£85+),4,2363.94,1233.36,No,0,73.7,High Risk,102.78
CUST0121,Male,No,Yes,Yes,29,25-48 Months,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,86.29,Premium (£85+),4,2502.41,1035.48,Yes,1,52.6,Medium Risk,0.0
CUST0122,Female,No,No,No,21,13-24 Months,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,54.72,Medium (£35-65),2,1149.12,656.64,No,0,33.7,Low Risk,0.0
CUST0123,Male,Yes,Yes,Yes,30,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,98.44,Premium (£85+),4,2953.2,1181.28,No,0,,Low Risk,0.0
CUST0124,Male,No,Yes,Yes,20,13-24 Months,2,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,50.31,Medium (£35-65),2,1006.2,603.72,No,0,,Low Risk,0.0
CUST0125,Female,Yes,No,Yes,16,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.28,Low (< £35),1,420.48,315.36,No,0,,Low Risk,0.0
CUST0126,Female,Yes,No,No,67,49+ Months,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,37.26,Medium (£35-65),2,2496.42,447.12,Yes,1,,Low Risk,0.0
CUST0127,Male,No,Yes,Yes,49,49+ Months,4,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,20.27,Low (< £35),1,993.23,243.24,No,0,,Low Risk,0.0
CUST0128,Female,No,No,No,58,49+ Months,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer,103.24,Premium (£85+),4,5987.92,1238.88,No,0,,Low Risk,0.0
CUST0129,Female,Yes,No,No,44,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,82.71,High (£65-85),3,3639.24,992.52,No,0,,Low Risk,0.0
CUST0130,Female,Yes,No,No,25,25-48 Months,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,77.06,High (£65-85),3,1926.5,924.72,No,0,,Low Risk,0.0
CUST0131,Male,No,Yes,No,23,13-24 Months,2,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,86.2,Premium (£85+),4,1982.6,1034.4,No,0,33.7,Low Risk,0.0
CUST0132,Male,No,No,No,59,49+ Months,4,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,85.36,Premium (£85+),4,5036.24,1024.32,No,0,23.2,Low Risk,0.0
CUST0133,Male,No,No,No,1,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,76.55,High (£65-85),3,76.55,918.6,No,0,,Low Risk,0.0
CUST0134,Male,Yes,Yes,No,15,13-24 Months,2,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,104.24,Premium (£85+),4,1563.6,1250.88,Yes,1,42.1,Medium Risk,0.0
CUST0135,Male,Yes,No,Yes,52,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,64.09,Medium (£35-65),2,3332.68,769.08,No,0,31.6,Low Risk,0.0
CUST0136,Male,Yes,No,Yes,58,49+ Months,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,100.48,Premium (£85+),4,5827.84,1205.76,No,0,13.7,Low Risk,0.0
CUST0137,Male,Yes,Yes,No,41,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,98.66,Premium (£85+),4,4045.06,1183.92,No,0,,Low Risk,0.0
CUST0138,Male,Yes,Yes,No,44,25-48 Months,3,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,39.95,Medium (£35-65),2,1757.8,479.4,No,0,,Low Risk,0.0
CUST0139,Male,No,No,No,4,0-12 Months,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.38,High (£65-85),3,261.52,784.56,No,0,81.1,High Risk,65.38
CUST0140,Female,No,No,No,68,49+ Months,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,103.49,Premium (£85+),4,7037.32,1241.88,No,0,60.0,Medium Risk,0.0
CUST0141,Male,Yes,Yes,No,7,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,103.09,Premium (£85+),4,721.63,1237.08,No,0,45.3,Medium Risk,0.0
CUST0142,Female,Yes,Yes,No,46,25-48 Months,3,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,22.4,Low (< £35),1,1030.4,268.8,No,0,,Low Risk,0.0
CUST0143,Female,No,No,Yes,9,0-12 Months,1,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,42.31,Medium (£35-65),2,380.79,507.72,No,0,63.2,Medium Risk,0.0
CUST0144,Female,No,No,Yes,33,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.39,Medium (£35-65),2,2058.87,748.68,No,0,52.6,Medium Risk,0.0
CUST0145,Male,No,No,No,33,25-48 Months,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,24.72,Low (< £35),1,815.76,296.64,No,0,,Low Risk,0.0
CUST0146,Male,No,Yes,No,4,0-12 Months,1,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,46.06,Medium (£35-65),2,184.24,552.72,Yes,1,,Low Risk,0.0
CUST0147,Male,Yes,No,No,65,49+ Months,4,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,45.83,Medium (£35-65),2,2978.95,549.96,No,0,29.5,Low Risk,0.0
CUST0148,Male,No,Yes,Yes,34,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,41.46,Medium (£35-65),2,1409.64,497.52,No,0,33.7,Low Risk,0.0
CUST0149,Female,Yes,Yes,No,64,49+ Months,4,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,59.67,Medium (£35-65),2,3818.88,716.04,No,0,,Low Risk,0.0
CUST0150,Male,No,Yes,Yes,25,25-48 Months,3,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,101.3,Premium (£85+),4,2532.5,1215.6,No,0,,Low Risk,0.0
CUST0151,Male,No,No,Yes,55,49+ Months,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,44.41,Medium (£35-65),2,2442.55,532.92,No,0,70.5,High Risk,44.41
CUST0152,Male,No,No,Yes,9,0-12 Months,1,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card,78.21,High (£65-85),3,703.89,938.52,No,0,,Low Risk,0.0
CUST0153,Male,Yes,No,No,17,13-24 Months,2,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,75.76,High (£65-85),3,1287.92,909.12,No,0,34.7,Low Risk,0.0
CUST0154,Male,Yes,Yes,No,21,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,101.79,Premium (£85+),4,2137.59,1221.48,No,0,66.3,Medium Risk,0.0
CUST0155,Female,No,No,Yes,60,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,59.4,Medium (£35-65),2,3564.0,712.8,No,0,,Low Risk,0.0
CUST0156,Male,Yes,Yes,Yes,13,13-24 Months,2,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,42.36,Medium (£35-65),2,550.68,508.32,No,0,47.4,Medium Risk,0.0
CUST0157,Female,Yes,Yes,Yes,3,0-12 Months,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,109.15,Premium (£85+),4,327.45,1309.8,No,0,89.5,High Risk,109.15
CUST0158,Male,No,Yes,Yes,68,49+ Months,4,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,103.29,Premium (£85+),4,7023.72,1239.48,No,0,23.2,Low Risk,0.0
CUST0159,Female,No,Yes,No,4,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,82.15,High (£65-85),3,328.6,985.8,No,0,,Low Risk,0.0
CUST0160,Male,Yes,Yes,Yes,7,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,29.32,Low (< £35),1,205.24,351.84,No,0,,Low Risk,0.0
CUST0161,Male,Yes,Yes,No,26,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,21.61,Low (< £35),1,561.86,259.32,No,0,,Low Risk,0.0
CUST0162,Female,Yes,No,Yes,24,13-24 Months,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,38.26,Medium (£35-65),2,918.24,459.12,Yes,1,,Low Risk,0.0
CUST0163,Female,No,Yes,No,10,0-12 Months,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.66,Medium (£35-65),2,396.6,475.92,Yes,1,81.1,High Risk,39.66
CUST0164,Female,No,No,Yes,13,13-24 Months,2,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,33.62,Low (< £35),1,437.06,403.44,No,0,,Low Risk,0.0
CUST0165,Male,Yes,Yes,No,44,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,46.22,Medium (£35-65),2,2033.68,554.64,Yes,1,,Low Risk,0.0
CUST0166,Female,No,No,No,39,25-48 Months,3,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Credit card,53.79,Medium (£35-65),2,2097.81,645.48,No,0,,Low Risk,0.0
CUST0167,Male,No,No,No,19,13-24 Months,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,95.44,Premium (£85+),4,1813.36,1145.28,No,0,33.7,Low Risk,0.0
CUST0168,Male,Yes,No,Yes,51,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,90.95,Premium (£85+),4,4638.45,1091.4,No,0,,Low Risk,0.0
CUST0169,Female,Yes,No,No,19,13-24 Months,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,30.44,Low (< £35),1,578.36,365.28,No,0,,Low Risk,0.0
CUST0170,Female,No,Yes,Yes,52,49+ Months,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,117.71,Premium (£85+),4,6120.92,1412.52,No,0,15.8,Low Risk,0.0
CUST0171,Male,No,Yes,No,47,25-48 Months,3,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.21,Premium (£85+),4,4474.87,1142.52,No,0,42.1,Medium Risk,0.0
CUST0172,Male,Yes,Yes,No,30,25-48 Months,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,36.34,Medium (£35-65),2,1090.2,436.08,No,0,36.8,Low Risk,0.0
CUST0173,Female,No,Yes,Yes,46,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,32.45,Low (< £35),1,1492.7,389.4,No,0,,Low Risk,0.0
CUST0174,Female,No,No,No,21,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.75,Low (< £35),1,603.75,345.0,Yes,1,57.9,Medium Risk,0.0
CUST0175,Female,Yes,No,No,48,25-48 Months,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,93.18,Premium (£85+),4,4472.64,1118.16,No,0,34.7,Low Risk,0.0
CUST0176,Male,Yes,No,Yes,62,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.63,Medium (£35-65),2,2705.06,523.56,No,0,24.2,Low Risk,0.0
CUST0177,Male,No,Yes,No,58,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.3,Low (< £35),1,1583.4,327.6,No,0,10.5,Low Risk,0.0
CUST0178,Male,No,No,No,18,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,62.18,Medium (£35-65),2,1119.24,746.16,No,0,10.5,Low Risk,0.0
CUST0179,Male,No,Yes,No,59,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,90.87,Premium (£85+),4,5361.33,1090.44,No,0,28.4,Low Risk,0.0
CUST0180,Male,Yes,No,No,48,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,50.46,Medium (£35-65),2,2422.08,605.52,No,0,,Low Risk,0.0
CUST0181,Male,No,No,Yes,63,49+ Months,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,68.26,High (£65-85),3,4300.38,819.12,No,0,,Low Risk,0.0
CUST0182,Female,No,No,No,12,0-12 Months,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card,39.27,Medium (£35-65),2,471.24,471.24,Yes,1,,Low Risk,0.0
CUST0183,Male,Yes,No,No,34,25-48 Months,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,62.91,Medium (£35-65),2,2138.94,754.92,Yes,1,21.1,Low Risk,0.0
CUST0184,Male,Yes,No,No,61,49+ Months,4,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,55.89,Medium (£35-65),2,3409.29,670.68,No,0,,Low Risk,0.0
CUST0185,Male,No,Yes,No,53,49+ Months,4,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer,63.39,Medium (£35-65),2,3359.67,760.68,No,0,,Low Risk,0.0
CUST0186,Female,Yes,No,No,25,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,66.57,High (£65-85),3,1664.25,798.84,No,0,,Low Risk,0.0
CUST0187,Male,Yes,Yes,No,62,49+ Months,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,29.23,Low (< £35),1,1812.26,350.76,No,0,,Low Risk,0.0
CUST0188,Male,No,Yes,No,4,0-12 Months,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,29.34,Low (< £35),1,117.36,352.08,No,0,44.2,Medium Risk,0.0
CUST0189,Female,Yes,Yes,No,13,13-24 Months,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card,46.06,Medium (£35-65),2,598.78,552.72,No,0,,Low Risk,0.0
CUST0190,Male,Yes,Yes,Yes,42,25-48 Months,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,31.58,Low (< £35),1,1326.36,378.96,No,0,,Low Risk,0.0
CUST0191,Male,No,Yes,Yes,49,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.28,Medium (£35-65),2,2218.72,543.36,No,0,15.8,Low Risk,0.0
CUST0192,Male,Yes,Yes,Yes,56,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.45,Low (< £35),1,1257.2,269.4,Yes,1,78.9,High Risk,22.45
CUST0193,Male,No,Yes,Yes,47,25-48 Months,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,55.07,Medium (£35-65),2,2588.29,660.84,No,0,38.9,Low Risk,0.0
CUST0194,Male,No,Yes,No,8,0-12 Months,1,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,41.34,Medium (£35-65),2,330.72,496.08,No,0,36.8,Low Risk,0.0
CUST0195,Female,Yes,No,No,55,49+ Months,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,109.21,Premium (£85+),4,6006.55,1310.52,No,0,,Low Risk,0.0
CUST0196,Female,Yes,No,Yes,18,13-24 Months,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.82,Premium (£85+),4,1904.76,1269.84,No,0,55.8,Medium Risk,0.0
CUST0197,Female,Yes,Yes,Yes,35,25-48 Months,3,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,50.04,Medium (£35-65),2,1751.4,600.48,No,0,31.6,Low Risk,0.0
CUST0198,Male,No,Yes,Yes,32,25-48 Months,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,67.55,High (£65-85),3,2161.6,810.6,Yes,1,,Low Risk,0.0
CUST0199,Male,Yes,Yes,No,24,13-24 Months,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,115.58,Premium (£85+),4,2773.92,1386.96,No,0,,Low Risk,0.0
CUST0200,Male,No,No,No,7,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,72.41,High (£65-85),3,506.87,868.92,No,0,68.4,Medium Risk,0.0
CUST0201,Female,Yes,No,Yes,13,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,104.84,Premium (£85+),4,1362.92,1258.08,No,0,,Low Risk,0.0
CUST0202,Male,Yes,Yes,Yes,69,49+ Months,4,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,102.64,Premium (£85+),4,7082.16,1231.68,No,0,71.6,High Risk,102.64
CUST0203,Male,Yes,Yes,Yes,42,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,114.13,Premium (£85+),4,4793.46,1369.56,No,0,13.7,Low Risk,0.0
CUST0204,Female,No,No,Yes,31,25-48 Months,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.57,Medium (£35-65),2,1567.67,606.84,Yes,1,52.6,Medium Risk,0.0
CUST0205,Male,Yes,No,Yes,26,25-48 Months,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,24.34,Low (< £35),1,632.84,292.08,No,0,68.4,Medium Risk,0.0
CUST0206,Female,Yes,Yes,No,32,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,30.4,Low (< £35),1,972.8,364.8,No,0,,Low Risk,0.0
CUST0207,Female,No,Yes,Yes,52,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,77.13,High (£65-85),3,4010.76,925.56,No,0,,Low Risk,0.0
CUST0208,Female,No,Yes,No,20,13-24 Months,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.03,High (£65-85),3,1460.6,876.36,Yes,1,70.5,High Risk,73.03
CUST0209,Male,Yes,Yes,Yes,40,25-48 Months,3,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.85,Medium (£35-65),2,1994.0,598.2,No,0,50.5,Medium Risk,0.0
CUST0210,Male,Yes,No,Yes,59,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,44.87,Medium (£35-65),2,2647.33,538.44,No,0,,Low Risk,0.0
CUST0211,Male,Yes,No,No,14,13-24 Months,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.94,Premium (£85+),4,1273.16,1091.28,Yes,1,89.5,High Risk,90.94
CUST0212,Male,No,Yes,Yes,44,25-48 Months,3,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.05,Medium (£35-65),2,2378.2,648.6,Yes,1,60.0,Medium Risk,0.0
CUST0213,Male,No,Yes,No,48,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,80.4,High (£65-85),3,3859.2,964.8,No,0,10.5,Low Risk,0.0
CUST0214,Male,No,Yes,No,43,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.23,Premium (£85+),4,3922.89,1094.76,Yes,1,36.8,Low Risk,0.0
CUST0215,Male,No,No,Yes,16,13-24 Months,2,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,63.05,Medium (£35-65),2,1008.8,756.6,No,0,,Low Risk,0.0
CUST0216,Female,Yes,Yes,Yes,35,25-48 Months,3,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,39.34,Medium (£35-65),2,1376.9,472.08,No,0,,Low Risk,0.0
CUST0217,Male,No,Yes,No,53,49+ Months,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,106.08,Premium (£85+),4,5622.24,1272.96,No,0,28.4,Low Risk,0.0
CUST0218,Female,No,Yes,No,34,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,29.35,Low (< £35),1,997.9,352.2,No,0,,Low Risk,0.0
CUST0219,Male,No,No,Yes,3,0-12 Months,1,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,102.95,Premium (£85+),4,308.85,1235.4,No,0,,Low Risk,0.0
